categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Conserves|Goufin|Haricots verts très fins|a|Haricots verts extra-fins, eau, sel|111|0.2|1|2.9|1.6|0.79|||||||||||||||||0|||
Conserves|Grand Jury|Epinard hachés|a|Epinards, eau, sel|142|0.6|1|3.4|3.5|0.38|||||||||||||||||0|||
Conserves|Grand Jury|Epinards en branches|a|Epinards, eau, sel.|130|0.5|0.5|2.9|3.6|0.43|||||||||||||||||0|||
Conserves|Grand Jury|Asperges Vertes miniatures|a|Asperges vertes, eau, sel|109|0|0|3|2|0.8|||||||||||||||||0|||
Conserves|Grand Jury|Maïs doux croquant|a|Maïs doux en grains sans OGM, eau, sucre, sel|502|1.6|3.3||3.1|0.46|||||||||||||||||0|||
Conserves|Grand Jury|Petits Pois Carottes|a|Légumes, eau, sucre, sel, arôme naturel.|234|0.5|3.2|4|2.8|0.59|||||||||||||||||0|||
Conserves|Grandjean|Escargots Bourgogne sauvages - 2 douzaines très gros|b|Chairs d'escargotsHelix Pomatia linné, eau, sel, carottes, épices, vinaigre, plantes aromatiques. |368|1.4|1.2||16.2|1.3|||||||||||||||||0|Mollusques||
Conserves|Grandjean|Escargots Bourgogne sauvages - 5 douzaines belle grosseur|b|Chairs d'escargotsHelix Pomatia linné, eau, sel, carottes, épices, vinaigre, plantes aromatiques. |368|1.4|1.2||16.2|1.3|||||||||||||||||0|Mollusques||
Conserves|Géant Vert|Maïs blanc extra-fin à poêler|a|maïs doux en grains sans OGM, eau, sucre, sel.|494|1.1|3.6|1.9|2.9|0.4|||||||||||||||||0|||
Conserves|Géant Vert|Maïs Ma Récolte Éric Laulhé|a|Maïs doux en grains, eau, sel.|322|1.7|7.4|2.5|2.4|0.4|||||||||||||||||0|||
Conserves|Géant Vert|Maïs doux a poêler au sel de Guérande|a|Maïs doux en grains sans OGM, eau, sucre, sel de Guérande|423|1.1|4|2.1|2.5|0.4|||||||||||||||||0|||
Conserves|Géant Vert|Maïs doux en grains extra croquants|a|Maïs doux en grains sans OGM, eau, sel.|322|1.7|7.4|2.5|2.4|0.4|||||||||||||||||0|||
Conserves|Géant Vert|Première récolte|a|Maïs doux en grains sans OGM, eau, sel.|324|1.7|7.4|2.5|2.4|0.6|||||||||||||||||0|||
Conserves|Géant vert,General Mills|Extra croquant|a|Maïs doux en grains sans OGM, eau, sel.|322|1.7|7.4|2.5|2.4|0.4|||||||||||||||||0|||
Conserves|Hereford|Corned beef Hereford|d|Bœuf 98.7%, sel , conservateur E250|925|15|0||21|1.4|||||||||||||||||0||E250 - Nitrite de sodium|
Conserves|Hereford|Épaule de Porc|d|Épaule de porc 93.3 %, eau, sel, épaississants : carraghénanes et farine de caroube, stabilisant : triphosphates, arôme naturel, épices, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium, laurier.|599|8.2|0.5||17.4|2.14|||||||||||||||||0||E250 - Nitrite de sodium,E301 - Ascorbate de sodium,E407 - Carraghénanes,E451 - Triphosphates|
Conserves|Jardin BIO,Léa Nature|Courgettes Cuisinées|b|Morceaux de courgettes* 62.5%, purée de tomates* mi-réduite 21%, tomates cubées* , morceaux d'oignons*, double concentré de tomates*, huile de tournesol*, sel marin, morceaux de poivrons verts*, huile d'olive* vierge extra, purée d'ail*, plantes aromatiques*, épices*. *Produits issus de l'agriculture biologique.|180|1.9|3.1|1|1.3|0.76|||||||||||||||||0|||
Conserves|Jardin Bio|Jardin Bio - Ravioli Légumes|b|Sauce*: purée de tomates* 37.5 %, eau, oignons*, huile de tournesol*, sucre de canne*, bouillon de légumes* en poudre, sel marin, basilic*, origan*. Ravioli*: pâte des ravioli* 75 %, farce des ravioli* 25 % [légumes* 47 %, semoule de _blé_*, chapelure*, huile de tournesol*, sel marin, purée d'ail*, poivre* noir, origan*, thym*, laurier*].|305|1.9|3.4|1.9|2.3|0.7|||||||||||||||||0|en:celery,en:gluten|E170 - Carbonate de calcium|
Conserves|Jardin Bio,Léa Nature|Petits pois|a|petits pois extra fins, eau, sucre, sel, arôme naturel de poivre.|314|0.1|3.6|5.7|4|0.75|||||||||||||||||0|||
Conserves|Jardin Bio,Léa Nature|Petits pois à l'étuvée extra fins|a|petits pois extra-fins, eau, sel marin.|259|0.6|1|6.1|4|0.58|||||||||||||||||0|||
Conserves|Jardin Bio,Léa Nature|Ravioli épinard ricotta Bio|c|Sauce* 84% : eau, tomates*, oignons* en morceaux, lait entier* en poudre, farine de riz*, sucre de canne* brut, huile de tournesol*, sel marin, aromates*, poivre noir. Ravioli* 16% : pâte* 60%, farce* 40%25%, chapelure, emmental*, couscous*, sel, huile de tournesol*, épinards* déshydratés 1%, ail*, poivre)|406|3.5|4.3|1.7|2.7|0.8|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Conserves|Jardin Bio,Léa Nature|Ratatouille à la provençale|b|légumes en morceaux 87%, double concentré de tomates à 28%, huile d'olive vierge extra, sucre de canne brut, plantes aromatiques, huile de tournesol, sel marin, jus concentré de citron, poivre noir.|268|3.5|5.2|1.7|1.2|0.5|||||||||||||||||0|||
Conserves|Jardin bio logique|Lentilles cuisinées aux petits légumes|a|Eau, lentilles sèches trempées* 36%, légumes* en morceaux 12%, sel marin, purée d'ail*, poivre* noir, thym. *Produits issus de l'agriculture biologique.|331|0.3|1.6|2.7|4|0.7|||||||||||||||||0|||
Conserves|Jardin bio,Léa Nature|Maïs doux|a|maïs* doux sans OGM 69.6%, eau, sel marin, acidifiant : acide citrique, antioxydant : acide ascorbique. *Produit issu de l'agriculture biologique.|264|1.9|2|3.6|2.3|0.5|||||||||||||||||0||E300 - Acide ascorbique,E330 - Acide citrique|
Conserves|Jean Larnaudie|Foie gras de canard entier du Sud-Ouest|e|Foie gras de canard, sel, Armagnac, poivre, sucre, antioxydant : acide ascorbique, conservateur : nitrite de sodium.|2211|55.2|2.2||7.7|1.01|||||||||||||||||0||E250 - Nitrite de sodium,E300 - Acide ascorbique|
Conserves|Jean Larnaudie|Bloc de foie gras de canard avec morceaux|e|Foie gras de canard, morceaux de foie gras de canard 30 %, eau, sel, Armagnac, poivre, sucre, antioxydant : acide ascorbique, conservateur : nitrite de sodium.|2014|51|1.3||6|1.12|||||||||||||||||0||E250 - Nitrite de sodium,E300 - Acide ascorbique|
Conserves|Jean Larnaudie|Bloc de foie gras de canard|e|Foie gras de canard, eau, sel, Armagnac, poivre, sucre, antioxydant : acide ascorbique, conservateur : nitrite de sodium.|1957|49.5|1.1||5.5|1.28|||||||||||||||||0||E250 - Nitrite de sodium,E300 - Acide ascorbique|
Conserves|Jean Nicolas|Salsifis|a|Salsifis, eau, sel, acidifiant : acide citrique, antioxydant : acide ascorbique|131|0.2|3.6|2.7|1.3|0.65|||||||||||||||||0||E300 - Acide ascorbique,E330 - Acide citrique|
Conserves|Karina|Corned Beef|d|Bœuf 98.5%, sel, conservateur: nitrite de sodium.|967|16|0.4||21|1.6|||||||||||||||||0||E250 - Nitrite de sodium|
Conserves|Karine & Jeff|Pois Chiche au naturel|a|Pois chiches*, sel marin non raffiné.|134|1.1|3.9|4.7|8.7|2.03|||||||||||||||||0|||
Conserves|Karine & Jeff|Tajine d'aubergines et poivrons|b|tomates*, aubergines*, oignons*, poivrons rouges*, poivrons verts*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, cumin*, curcuma*. *ingrédients issus de l'agriculture biologique.|201|2.8|2.9|1.4|1.8|1.5|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Epinards à la crème|a|épinards*, oignons*, crème de _soja_*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, muscade*. *ingrédients issus de l'agriculture biologique.|234|3.2|1.5|2.5|2.6|0.8|||||||||||||||||0|en:soybeans||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Fondant de Patates Douces, Tofu et Ricotta|b|Patates douces*, oignons*, tofu*, tomates*, fromage ricotta*, huile de tournesol vierge première pression à froid*, crème de soja*, persil*, sel marin non raffiné, ciboulette*, poivre*. *Ingrédients issus de l'agriculture biologique|393|4.1|4.1|2.2|3.9|1|||||||||||||||||0|soja, lait, soja||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Flageolets à la méridionale|b|carottes*, tomates*, flageolets*, oignons*, vin blanc*, huile de tournesol vierge première pression à froid*, ciboulette*, persil*, sel marin, curcuma*, sauge*, marjolaine*, origan*, thym*, poivre*. *ingrédients issus de l'agriculture biologique.|209|1.6|2.4|3|1.7|1.5|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Courgettes à la crème de curry|b|Courgettes*, oignons*, poivrons rouges*, crème de soja*, tomates*, huile de tournesol vierge première pression à froid*, coriandre*, sel marin non raffiné, curry*. *Ingrédients issus de l'agriculture biologique.|272|4.2|4.9|1.5|1.4|0.5|||||||||||||||||0|soja||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Cassolette de haricots azuki au potimarron|c|Potimarron*, haricots azuki*, oignon*, tomates*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, thym*, poivre*. *ingrédients issus de l'agriculture biologique.|402|6.3|4.6|3|2.4|1.3|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Cocotte de petit épeautre, courgettes et pignons|c|Courgettes*, oignons*, tomates*, petit _épeautre_*, crème de _soja_*, pignons de pin*, huile de tournesol vierge première pression à froid*, basilic*, _parmesan_*, sel marin non raffiné, poivre*. *ingrédients issus de l'agriculture biologique.|366|6.4|2.3|1.8|2.7|1.5|||||||||||||||||0|épeautre, soja, soja, parmesan||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Maïs doux au naturel|b|maïs doux*, sel marin non raffiné. *ingrédients issus de l'agriculture biologique.|552|1.4|3.5||2.9|1.3|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Macédoine de légumes|a|carottes*, petits pois*, pommes de terre*, haricots verts*, flageolets*, sel marin non raffiné.|218|0.4|2.4|3.5|2.5|1|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Voyage aux Antilles|b|Pommes de terre*, courgettes*, poivrons verts*, oignons*, tomates*, ananas*, lait de coco*, jus de raisin*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, épices*, gingembre*.|247|2.1|2.8|1.5|1.3|0.8|||||||||||||||||0|moutarde||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Une soirée à Casablanca|a|Tomates*, carottes*, courgettes*, poivron rouge*, lait de coco*, pois chiches*, oignons*, raisin sec*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, curcuma*, coriandre*, sarriette*, thym*. *Ingrédients issus de l'agriculture biologique.|389|3.5|6.3|2|2.9|0.7|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Quinoa aux oignons et raisins|d|oignons*, quinoa*, raisins secs*, huile de tournesol vierge première pression à froid*, sel marin non rafﬁné, laurier*, huile d’olive vierge première pression à froid*. *ingrédients issus de l'agriculture biologique.|494|3.1|16.3|2.2|2.8|4.59999999999999|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Quinoa aux Petits Légumes|b|Quinoa*, tomates*, carottes*, chou*, oignons*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, ail*, herbes*, huile d'olive vierge première pression à froid*. *Ingrédients issus de l'agriculture biologique.|310|2.5|9|2.1|2.3|1|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Légumes à l'Indienne|a|courgettes* 29.6%, tomates* 21.2%, pommes de terre*, petit pois*, oignons*, poivrons verts*, poivrons rouges*, jus de citron*, huile de tournesol vierge première pression à froid*, coriandre*, cumin*, fenugrec*, fenouil*,  poivre*, cannelle*, cardamome*, sel marin non raffiné. *ingrédients issus de l'agriculture biologique.|230|1|4|2.5|2|0.9|||||||||||||||||0|||
Conserves|Karine & Jeff,Le bonheur est dans le pot|Quinoa à la Bolivienne|c|Tomates*, quinoa*, carottes*, poivrons verts*, oignons*, huile de tournesol vierge première pression à froid*, sel marin non raffiné, curry*, huile d'olive vierge première pression à froid*. *Ingrédients issus de l'agriculture biologique.|259|2.1|7.7|1.9|2|1|||||||||||||||||0|moutarde||
Conserves|La Belle Iloise|Salade de maquereau lentilles beluga au balsamique blanc|b|Chair de _maquereaux_, oignons, lentilles beluga, tomates, carottes, eau, huile de noix, jus de citron, condiment balsamique blanc, sel, graines de _moutarde_, plantes aromatiques, fécule de pomme de terre, épice.|732|10.2|2.4||10|0.9|||||||||||||||||0|maquereaux, bisulfite, moutarde, moutarde|E150 - Caramel,E224 - Disulfite de potassium|
Conserves|La Belle Iloise|Thon Germon Légumes Façon Tajine au Citron Confit|b|Eau, _thon_ blanc germon, carottes, poivrons rouges rissolés, huile d'olive vierge extra, olives vertes, tomates mi-séchées, quinoa blanc et rouge, pois chiche, jus de citron, citron confit au sel, fécule de pomme de terre, plantes aromatiques, épices, sel.|559|7.3|2.4||8|0.8|||||||||||||||||0|en:fish,en:sulphur-dioxide-and-sulphites||
Conserves|La Truffe Périgourdine|Grattons de Canard à l'Échalote|e|Viande de canard graisse de canard, échalote douce confite 10 %, sel, pulpe d'ail,oignon poivre.|1669|35.2|0.2||18.11|1.8|||||||||||||||||0|||
Conserves|La Vie Claire|Macédoine|a|Eau, carottes*, navets*, petits pois*, haricots verts*, flageolets réhydratés*, sel marin non raffiné.|155|0.5|1.2||1.9|0.72|||||||||||||||||0|||
Conserves|La vie claire|Petits pois très fins|a|Petits pois très fins* 61.4%, eau, garniture, sucre de canne non raffiné*, sel marin non raffiné, oignon poudre*, échalote poudre*. *Ingrédients agricoles issus de l'Agriculture Biologique.|201|0.4|4||2.2|0.79|||||||||||||||||0|||
Conserves|Labeyrie|Les Recettes de Marie Labeyrie Bloc de Foie Gras de Canard|e|Foie Gras de Canard, eau, sel, Armagnac, épices, sucre, antioxydant : E301. conservateur : E250.|2138|53|1.6||6.4|1.1|||||||||||||||||0||E250 - Nitrite de sodium,E301 - Ascorbate de sodium|
Conserves|Larnaudie Prestige|Bloc de foie gras d'oie au Jurançon|e|Foie gras d'oie, eau, sel, Jurançon, poivre, sucre, antioxydant : acide ascorbique, conservateur : nitrite de sodium.|1707|42|1.6||7.1|1.28|||||||||||||||||0||E250 - Nitrite de sodium,E300 - Acide ascorbique|
Conserves|Larnaudie,Larnaudie Prestige|Bloc de foie gras de canard au porto|e|Foie gras de canard, eau, sel, Porto, poire, sucre, antioxydant : acide ascobique, conservateur : nitrite de sodium.|2002|50.1|1.6||6.3|1.43|||||||||||||||||0||E250 - Nitrite de sodium,E300 - Acide ascorbique|
Conserves|Leader Price|Chair de Tomates Bio|a|Pulpe de tomates Roma 99.4%, sel marin non raffiné de Guérande.|164|0.3|5.5|2.8|1.5|0.508|||||||||||||||||0|||
Conserves|Leader Price|Gratin Dauphinois|c|Pommes de terre 55 %, eau, _crème_ fraîche 8.5 %, amidon transformé de maïs, sel, _emmental_ râpé 0.4 %, protéines de _lait_, ail en poudre, arôme naturel de muscade, poivre.|275|1.9|0.7|1.8|1.4|0.75|||||||||||||||||0|en:milk,fr:Disulfite|E14XX - Amidons modifiés,E223 - Disulfite de sodium,E300 - Acide ascorbique|
Conserves|Leader Price|Haricots verts très fins|a|Haricots verts, eau, sel.|105|0.1|0.7|2.8|1.6|0.8|||||||||||||||||0|||
Conserves|Leader Price|Corned Beef|d|Viande de bœuf 55 %, joues de bœuf, cœur de bœuf, sel, conservateur : E250.|866|13.1|0.3||21.8|1.4|||||||||||||||||0||E250 - Nitrite de sodium|
Conserves|Leader Price|Endives entières|a|Endives, eau, sucre, sel, acidifiant : acide citrique, antioxydant : acide ascorbique.|74.6|0.0769|2|1.08|0.923|0.528|||||||||||||||||0||E300 - Acide ascorbique,E330 - Acide citrique|
Conserves|Leader Price|Flageolets verts extra-fins|a|flageolets verts, eau, sel, affermissant|348|0.6|0.7|5|4.8|0.8636|||||||||||||||||0||E509 - Chlorure de calcium|
Conserves|Leader Price|Épinards hachés|a|Epinards, sel.|128|0.6|0.7|3|3|0.3302|||||||||||||||||0|||
Conserves|Leader Price|Petits Pois & Jeunes Carottes extra-fins à l'étuvée|a|Légumes : petits pois, jeunes carottes. Jus : eau, sucre, sel, arôme naturel.|264|0.6|3.7|4.3|3.4|0.57|||||||||||||||||0|||
Conserves|Leader Price|Petits Pois Extra-Fins à l'Étuvée|a|Petits pois - eau - sucre - sel - arôme naturel.|368|0.9|3.7|6.1|5.8|0.53|||||||||||||||||0|||
Conserves|Leader Price|Pois chiches|a|Pois chiches, eau, sel|527|2|0.8|5.3|6.8|0.7|||||||||||||||||0|||
Conserves|Leader Price|petits pois et jeunes carottes extra-fins|a|Légumes : petits pois, jeunes carottes. Jus : eau, sucre, sel, arôme naturel.|264|0.6|3.7|4.3|3.4|0.6|||||||||||||||||0|||
Conserves|Leader Price|Maïs doux croquant|a|Maïs doux en grains - eau - sel|318|1.7|5.8|3.7|2.8|0.5|||||||||||||||||0|||
Conserves|Leader Price,DLP,Groupe Casino|Choux de Bruxelles|a|Choux de Bruxelles, eau, sel.|134|0|2.1|3.4|2.5|0.58|||||||||||||||||0|||
Conserves|Leader price|Maïs doux en grain sous vide bio|a|Maïs doux en grains, eau, sel.|326|1.7|7.4|2.5|2.4|0.3|||||||||||||||||0|||
Conserves|Les Dieux|Filets de Maquereaux Escabèche|c|Filets de _maquereaux 56%, eau, vinaigre de vin blanc 7.3%, huile de de colza, concentré de tomates 4.5%, cornichons 2.9%, purée de tomate 1.6%, vin blanc, ail déshydraté, farine de riz, sucre, sel, oignons déshydratées 0.5%, épices et aromates, marjolaine, échalotes déshydratées, épaississants (gomme de guar, gomme de xanthane|933|15.2|1.7||12.1|0.7|||||||||||||||||0|anhydride sulfureux|E14XX - Amidons modifiés,E220 - Anhydride sulfureux,E330 - Acide citrique,E412 - Gomme de guar,E415 - Gomme xanthane|
Conserves|Les Délices des Flandres|Poulet à la Bière|b|Haut de cuisse de poulet [60%1 ; eau, Vin blanc, bière [5% dont malt d'_orge_) , gélatine de porc , genièvre ; oignon carotte sel ; farine de blé, arômes ; _lactose_ et protéine de _lait_, exhausteur de goût E621 & E635 ; graisse et de poulet , epices et plante aromatique , poivre , thym, laurier, colorant caramel.|477|3.6|2||17.4|1.05|||||||||||||||||0|orge, lactose, lait|E150 - Caramel,E428 - Gélatine,E621 - Glutamate monosodique,E635 - 5'-ribonucléotide disodique|
Conserves|Les Naturelles du Haut Pays|Pot'je Vleesch désossé|b|Viandes, sauce|607|5.69|0||19.66|0.99|||||||||||||||||0|en:gluten,en:sulphur-dioxide-and-sulphites|E428 - Gélatine|
Conserves|Les Recettes d'Autrefois,Gastromer|Mogettes de vendee a la paysanne recettes|b|Mogettes blanchies eau, ail. arôme naturel. sel marin.|372|0.5|0.7||6.6|0.72|||||||||||||||||0|||
Conserves|Les Recettes d'Autrefois,Gastromer|Mogette de Vendée Cuite au Naturel|a|Mogette de Vendée Label Rouge, eau, sel marin.|310|0.5|0.5||6.5|0.63|||||||||||||||||0|||
Conserves|Les Recettes d'Autrefois,Gastromer|Mogettes cuisinées à l'ancienne|a|Eau, mogettes blanchies 40 %, carottes 8 %, poitrine fumée 4 %, ail, arôme naturel, sel marin.|335|1|0.9||5.9|0.67|||||||||||||||||0|||
Conserves|Les naturelles du Haut Pays|Pot'je vleesch Désossé|b|Viande75%, sauce 25%.|602|5.69|0||19.6|0.99|||||||||||||||||0|en:gluten,en:sulphur-dioxide-and-sulphites|E428 - Gélatine|
Conserves|Louis Martin|Chair de Tomates|a|Pulpe de tomates* Roma, sel marin non raffiné de Guérande. * Issus de l'agriculture biologique.|159|0.3|7.3||1.5|0.6|||||||||||||||||0|||
Conserves|Maingourd|Maïs doux en grains sous vide|a|Maïs doux en grains, eau, sucre, sel|500|1.3|2.6|3.3|3|0.53|||||||||||||||||0|||
Conserves|Maingourd|Maïs doux en grains bio|a|Maïs en grains bio, eau, sel de mer.|373|2.4|4.9|3.8|2.9|0.43|||||||||||||||||0|||
Conserves|Maison Larzul|Escargots de Bourgogne|b|_Escargots_ de Bourgogne, eau filtrée, carottes, oignons, sel de Guérande, ail, vin blanc, poivre, thym, laurier, persil|376|1.5|0.01||16.8|1.1|||||||||||||||||0|Escargots||
Conserves|Marie-Amélie|Bouillabaisse Recette Marseillaise|a|Bouillon, arôme naturel d'épices), filets de _poissons_.|266|2.5|0.6|0.6|9.3|1.14|||||||||||||||||0|en:crustaceans,en:fish|E412 - Gomme de guar,E415 - Gomme xanthane|
Conserves|Martin Bio,Alain Martin|4 saucisses aux Haricots cuisinés|b|Haricots* 45 % saucisses de Toulouse* 25 %, eau, fond de volaille*, tomate, ail*, persil*, poivre*. *biologique|556|6.8|0.4||8.2|0.7|||||||||||||||||0|||
Conserves|Minerve|Pousses de Haricots Mungo|a|Pousses de Haricots Mungo, eau, vinaigre d'alcool, sucre, sel, antioxygène : acide ascorbique.|105|0.3|0.9|1|1.9|0.158|||||||||||||||||0||E300 - Acide ascorbique|
Conserves|Minerve|Pousses de soja|b|, eau, vinaigre d'alcool, sucre, sel, antioxydant : acide ascorbique.|79|0.3|2.1|1.1|1|0.725|||||||||||||||||0||E300 - Acide ascorbique|
Conserves|Minerve Restauration|Pousses de Haricot Mungo pour fricassées et salades|a|Pousses de haricot mungo, eau, vinaigre de vin blanc aromatisé à l'estragon, arôme naturel d'estragon), sucre, sel, poivre, antioxydant : acide ascorbique.|109|0.1|2.5|1.8|1.9|0.35|||||||||||||||||0|sulfites|E300 - Acide ascorbique|
Conserves|Monoprix|Petits pois à l'étuvée très fins|a|Petits pois, eau, sucre, sel, arôme naturel.|368|0.9|3.7|6.1|5.8|0.53|||||||||||||||||0|||
Conserves|Monoprix|Pousses de soja|a|Pousse de haricot mungo, eau, sucre, vinaigre d'alcool, jus de citron concentré, sel, antioxydant : acide ascorbique|94|0.2|2|1.7|1.8|0.28|||||||||||||||||0||E300 - Acide ascorbique|
Conserves|Monoprix P'tit Prix,Monoprix|Haricots Verts Très fins|a|Haricots verts, eau, sel.|102|0|0.818|2.82|1.64|0.755|||||||||||||||||0|||
